Anfangszeit - hh:mm:ss.ms	Anfangszeit - ss.msec	Endzeit - hh:mm:ss.ms	Endzeit - ss.msec	Dauer - hh:mm:ss.ms	Dauer - ss.msec	id@	tx@	mb@	ge@	ps@	ft@	nt@	sound@	graid
00:06:36.727	396.727	00:06:36.928	396.928	00:00:00.201	0.201	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	imɨnʌmɨnʌ	I-	PL-	Pfx-	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	np:p
00:06:36.928	396.928	00:06:37.129	397.129	00:00:00.201	0.201	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	imɨnʌmɨnʌ	mɨnʌmɨnʌ	worm	n	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	np:p
00:06:37.129	397.129	00:06:37.531	397.531	00:00:00.402	0.402	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	ɪɪmaadaŋ,				to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	adp=np.h:obl
00:06:37.129	397.129	00:06:37.263	397.263	00:00:00.134	0.134	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	ɪɪmaadaŋ,	II=	APP=	clitic=	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	adp=np.h:obl
00:06:37.263	397.263	00:06:37.397	397.397	00:00:00.134	0.134	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	ɪɪmaadaŋ,	I-	PL-	Pfx-	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	adp=np.h:obl
00:06:37.397	397.397	00:06:37.531	397.531	00:00:00.134	0.134	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	ɪɪmaadaŋ,	maadaŋ	Katla	pn	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	adp=np.h:obl
00:06:37.531	397.531	00:06:37.933	397.933	00:00:00.402	0.402	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	##	##	##	##	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	##ds
00:06:37.933	397.933	00:06:38.335	398.335	00:00:00.402	0.402	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	mɛyɛ				to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	other
00:06:37.933	397.933	00:06:38.134	398.134	00:00:00.201	0.201	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	mɛyɛ	mV=	OPT=	clitic=	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	other
00:06:38.134	398.134	00:06:38.335	398.335	00:00:00.201	0.201	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	mɛyɛ	yɛ	REP	clitic	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	other
00:06:38.335	398.335	00:06:38.737	398.737	00:00:00.402	0.402	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	Ø	Ø	Ø	Ø	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	0.h:a
00:06:38.737	398.737	00:06:39.139	399.139	00:00:00.402	0.402	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	ɪcɪ				to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	lv_svc
00:06:38.737	398.737	00:06:38.938	398.938	00:00:00.201	0.201	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	ɪcɪ	I-	PL-	Pfx-	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	lv_svc
00:06:38.938	398.938	00:06:39.139	399.139	00:00:00.201	0.201	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	ɪcɪ	cɪ	go	v	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	lv_svc
00:06:39.139	399.139	00:06:39.541	399.541	00:00:00.402	0.402	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	kʌlukat̪aŋɪɪ				to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	v:pred=adp=pro:obl 0.h:obl
00:06:39.139	399.139	00:06:39.239	399.239	00:00:00.100	0.1	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	kʌlukat̪aŋɪɪ	ʌluk	chew	v	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	v:pred=adp=pro:obl 0.h:obl
00:06:39.239	399.239	00:06:39.340	399.34	00:00:00.101	0.101	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	kʌlukat̪aŋɪɪ	=a	=from	=clitic	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	v:pred=adp=pro:obl 0.h:obl
00:06:39.340	399.34	00:06:39.440	399.44	00:00:00.100	0.1	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	kʌlukat̪aŋɪɪ	=t̪aŋ	=LOC3	=clitic	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	v:pred=adp=pro:obl 0.h:obl
00:06:39.440	399.44	00:06:39.541	399.541	00:00:00.101	0.101	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	kʌlukat̪aŋɪɪ	=II	=APP	=clitic	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	v:pred=adp=pro:obl 0.h:obl
00:06:39.541	399.541	00:06:39.943	399.943	00:00:00.402	0.402	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	yɛɛhyaa				to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	np:p=rn_dem2
00:06:39.541	399.541	00:06:39.675	399.675	00:00:00.134	0.134	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	yɛɛhyaa	y-	PL-	Pfx-	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	np:p=rn_dem2
00:06:39.675	399.675	00:06:39.809	399.809	00:00:00.134	0.134	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	yɛɛhyaa	ɛɛh	sorghum	npl	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	np:p=rn_dem2
00:06:39.809	399.809	00:06:39.943	399.943	00:00:00.134	0.134	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	yɛɛhyaa	=yaa	=that	=pron	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	np:p=rn_dem2
00:06:39.943	399.943	00:06:40.345	400.345	00:00:00.402	0.402	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	#	#	#	#	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	#rc
00:06:40.345	400.345	00:06:40.747	400.747	00:00:00.402	0.402	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	Ø	Ø	Ø	Ø	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	0:s
00:06:40.747	400.747	00:06:41.149	401.149	00:00:00.402	0.402	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	dɪŋɛɛŋ				to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	v:pred
00:06:40.747	400.747	00:06:40.948	400.948	00:00:00.201	0.201	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	dɪŋɛɛŋ	dɪŋa	climb	v	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	v:pred
00:06:40.948	400.948	00:06:41.149	401.149	00:00:00.201	0.201	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	dɪŋɛɛŋ	-Vŋ	-VENT	-Sfx	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	v:pred
00:06:41.149	401.149	00:06:41.551	401.551	00:00:00.402	0.402	280117_10_Hamid_Clandividing 101 280117_10_Hamid_Clandividing 102	yaanʊŋ	yaanʊŋ	there	adv	to set the worms free for the Katla so that they go and eat that sorghum which has grown there		280117_10_Hamid_Clandividing.WAV 395.120 397.033 280117_10_Hamid_Clandividing.WAV 397.263 401.551	other
00:06:42.482	402.482	00:06:42.918	402.918	00:00:00.436	0.436	280117_10_Hamid_Clandividing 103	##	##	##	##	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	##
00:06:42.918	402.918	00:06:43.354	403.354	00:00:00.436	0.436	280117_10_Hamid_Clandividing 103	mak	mak	then	adv	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	other
00:06:43.354	403.354	00:06:43.790	403.79	00:00:00.436	0.436	280117_10_Hamid_Clandividing 103	dɔɔwaa				then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	lv_svc
00:06:43.354	403.354	00:06:43.499	403.499	00:00:00.145	0.145	280117_10_Hamid_Clandividing 103	dɔɔwaa	dɔɔ	stand.up	v	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	lv_svc
00:06:43.499	403.499	00:06:43.644	403.644	00:00:00.145	0.145	280117_10_Hamid_Clandividing 103	dɔɔwaa	-w	-EP	-Sfx	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	lv_svc
00:06:43.644	403.644	00:06:43.790	403.79	00:00:00.146	0.146	280117_10_Hamid_Clandividing 103	dɔɔwaa	-aa	-INS	-Sfx	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	lv_svc
00:06:43.790	403.79	00:06:44.226	404.226	00:00:00.436	0.436	280117_10_Hamid_Clandividing 103	ŋkɪbɛɛyweeŋ				then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	np.h:a_erg=rn_dem3
00:06:43.790	403.79	00:06:43.899	403.899	00:00:00.109	0.109	280117_10_Hamid_Clandividing 103	ŋkɪbɛɛyweeŋ	N=	ERG=	clitic=	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	np.h:a_erg=rn_dem3
00:06:43.899	403.899	00:06:44.008	404.008	00:00:00.109	0.109	280117_10_Hamid_Clandividing 103	ŋkɪbɛɛyweeŋ	k(V)-	SG-	Pfx-	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	np.h:a_erg=rn_dem3
00:06:44.008	404.008	00:06:44.117	404.117	00:00:00.109	0.109	280117_10_Hamid_Clandividing 103	ŋkɪbɛɛyweeŋ	bɛɛy	person	n	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	np.h:a_erg=rn_dem3
00:06:44.117	404.117	00:06:44.226	404.226	00:00:00.109	0.109	280117_10_Hamid_Clandividing 103	ŋkɪbɛɛyweeŋ	=weeŋ	=dem	=clitic	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	np.h:a_erg=rn_dem3
00:06:44.226	404.226	00:06:44.663	404.663	00:00:00.437	0.437	280117_10_Hamid_Clandividing 103	ʊkɔkwɛɛ				then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	v:pred
00:06:44.226	404.226	00:06:44.444	404.444	00:00:00.218	0.218	280117_10_Hamid_Clandividing 103	ʊkɔkwɛɛ	V-	PAST-	Pfx-	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	v:pred
00:06:44.444	404.444	00:06:44.663	404.663	00:00:00.219	0.219	280117_10_Hamid_Clandividing 103	ʊkɔkwɛɛ	kɔkwɛɛ	catch	v	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	v:pred
00:06:44.663	404.663	00:06:45.099	405.099	00:00:00.436	0.436	280117_10_Hamid_Clandividing 103	imɨnʌmɨnʌ				then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	np:p
00:06:44.663	404.663	00:06:44.881	404.881	00:00:00.218	0.218	280117_10_Hamid_Clandividing 103	imɨnʌmɨnʌ	I-	PL-	Pfx-	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	np:p
00:06:44.881	404.881	00:06:45.099	405.099	00:00:00.218	0.218	280117_10_Hamid_Clandividing 103	imɨnʌmɨnʌ	mɨnʌmɨnʌ	worm	n	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	np:p
00:06:45.099	405.099	00:06:45.535	405.535	00:00:00.436	0.436	280117_10_Hamid_Clandividing 103	##	##	##	##	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	##
00:06:45.535	405.535	00:06:45.971	405.971	00:00:00.436	0.436	280117_10_Hamid_Clandividing 103	Ø	Ø	Ø	Ø	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	0.h:a
00:06:45.971	405.971	00:06:46.407	406.407	00:00:00.436	0.436	280117_10_Hamid_Clandividing 103	pɨɽit̪iik	pɨɽit̪iik	let.loose	v:CAUS	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	v:pred
00:06:46.407	406.407	00:06:46.844	406.844	00:00:00.437	0.437	280117_10_Hamid_Clandividing 103	imɨnʌmɨnʌ				then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	np:p
00:06:46.407	406.407	00:06:46.625	406.625	00:00:00.218	0.218	280117_10_Hamid_Clandividing 103	imɨnʌmɨnʌ	I-	PL-	Pfx-	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	np:p
00:06:46.625	406.625	00:06:46.844	406.844	00:00:00.219	0.219	280117_10_Hamid_Clandividing 103	imɨnʌmɨnʌ	mɨnʌmɨnʌ	worm	n	then that person began to catch worms and to set the worms free	check verb	280117_10_Hamid_Clandividing.WAV 402.482 406.844	np:p
00:06:47.088	407.088	00:06:47.647	407.647	00:00:00.559	0.559	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	##	##	##	##	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	##
00:06:47.647	407.647	00:06:48.206	408.206	00:00:00.559	0.559	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	Ø	Ø	Ø	Ø	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	0:a
00:06:48.206	408.206	00:06:48.766	408.766	00:00:00.560	0.56	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	ɪcɪ				they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	lv_svc
00:06:48.206	408.206	00:06:48.486	408.486	00:00:00.280	0.28	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	ɪcɪ	V-	PAST-	Pfx-	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	lv_svc
00:06:48.486	408.486	00:06:48.766	408.766	00:00:00.280	0.28	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	ɪcɪ	cɪ	go	v	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	lv_svc
00:06:48.766	408.766	00:06:49.325	409.325	00:00:00.559	0.559	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	kʌlukat̪aŋɪɪ				they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	v:pred=adp=pro:obl 0.h:obl
00:06:48.766	408.766	00:06:48.905	408.905	00:00:00.139	0.139	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	kʌlukat̪aŋɪɪ	ʌluk	chew	v	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	v:pred=adp=pro:obl 0.h:obl
00:06:48.905	408.905	00:06:49.045	409.045	00:00:00.140	0.14	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	kʌlukat̪aŋɪɪ	=a	=from	=clitic	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	v:pred=adp=pro:obl 0.h:obl
00:06:49.045	409.045	00:06:49.185	409.185	00:00:00.140	0.14	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	kʌlukat̪aŋɪɪ	=t̪aŋ	=LOC3	=clitic	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	v:pred=adp=pro:obl 0.h:obl
00:06:49.185	409.185	00:06:49.325	409.325	00:00:00.140	0.14	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	kʌlukat̪aŋɪɪ	=II	=APP	=clitic	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	v:pred=adp=pro:obl 0.h:obl
00:06:49.325	409.325	00:06:49.884	409.884	00:00:00.559	0.559	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	kɪɪraŋ				they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	np:p
00:06:49.325	409.325	00:06:49.511	409.511	00:00:00.186	0.186	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	kɪɪraŋ	k(V)-	SG-	Pfx-	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	np:p
00:06:49.511	409.511	00:06:49.697	409.697	00:00:00.186	0.186	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	kɪɪraŋ	I-	PL-	Pfx-	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	np:p
00:06:49.697	409.697	00:06:49.884	409.884	00:00:00.187	0.187	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	kɪɪraŋ	ɪraŋ	farm	n	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	np:p
00:06:49.884	409.884	00:06:50.444	410.444	00:00:00.560	0.56	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	ɪɪmaadaŋ				they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	rn_adp=np.h:g
00:06:49.884	409.884	00:06:50.070	410.07	00:00:00.186	0.186	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	ɪɪmaadaŋ	V=	DIR=	clitic=	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	rn_adp=np.h:g
00:06:50.070	410.07	00:06:50.257	410.257	00:00:00.187	0.187	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	ɪɪmaadaŋ	I-	PL-	Pfx-	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	rn_adp=np.h:g
00:06:50.257	410.257	00:06:50.444	410.444	00:00:00.187	0.187	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	ɪɪmaadaŋ	maadaŋ	Katla	pn	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	rn_adp=np.h:g
00:06:50.444	410.444	00:06:51.003	411.003	00:00:00.559	0.559	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	indiʔil,	indiʔil	all	adj	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	other
00:06:51.003	411.003	00:06:51.562	411.562	00:00:00.559	0.559	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	##	##	##	##	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	##
00:06:51.562	411.562	00:06:52.122	412.122	00:00:00.560	0.56	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	ɪraŋyaa				they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	np:p=rn_dem2
00:06:51.562	411.562	00:06:51.748	411.748	00:00:00.186	0.186	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	ɪraŋyaa	I-	PL-	Pfx-	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	np:p=rn_dem2
00:06:51.748	411.748	00:06:51.935	411.935	00:00:00.187	0.187	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	ɪraŋyaa	ɪraŋ	farm	n	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	np:p=rn_dem2
00:06:51.935	411.935	00:06:52.122	412.122	00:00:00.187	0.187	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	ɪraŋyaa	=yaa	=that	=pron	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	np:p=rn_dem2
00:06:52.122	412.122	00:06:52.681	412.681	00:00:00.559	0.559	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	iihinʌyi				they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	rn_adp=pro.h:g
00:06:52.122	412.122	00:06:52.261	412.261	00:00:00.139	0.139	280117_10_Hamid_Clandividing 104 280117_10_Hamid_Clandividing 105	iihinʌyi	II=	APP=	clitic=	they ate everything (from) the field of the Katla, those fields the worms ate them	orig. transcript ɪɪraŋyaa 	280117_10_Hamid_Clandividing.WAV 407.088 411.813 280117_10_Hamid_Clandividing.WAV 412.200 413.800	rn_adp=pro.h:g
